Fund Name,Date,NAV
Nippon India Small Cap Fund (G),22-02-2024,143.3511
Nippon India Small Cap Fund (G),23-02-2024,144.3596
Nippon India Small Cap Fund (G),26-02-2024,144.4498
Nippon India Small Cap Fund (G),27-02-2024,144.0555
Nippon India Small Cap Fund (G),28-02-2024,142.2488
Nippon India Small Cap Fund (G),29-02-2024,142.5407
Nippon India Small Cap Fund (G),01-03-2024,143.7888
Nippon India Small Cap Fund (G),04-03-2024,144.225
Nippon India Small Cap Fund (G),05-03-2024,143.4178
Nippon India Small Cap Fund (G),06-03-2024,141.3847
Nippon India Small Cap Fund (G),07-03-2024,142.3717
Nippon India Small Cap Fund (G),11-03-2024,140.5597
Nippon India Small Cap Fund (G),12-03-2024,138.5669
Nippon India Small Cap Fund (G),13-03-2024,132.8328
Nippon India Small Cap Fund (G),14-03-2024,135.7549
Nippon India Small Cap Fund (G),15-03-2024,135.9442
Nippon India Small Cap Fund (G),18-03-2024,136.15
Nippon India Small Cap Fund (G),19-03-2024,135.1109
Nippon India Small Cap Fund (G),20-03-2024,135.1435
Nippon India Small Cap Fund (G),21-03-2024,137.7406
Nippon India Small Cap Fund (G),22-03-2024,139.211
Nippon India Small Cap Fund (G),26-03-2024,139.5322
Nippon India Small Cap Fund (G),27-03-2024,140.7914
Nippon India Small Cap Fund (G),28-03-2024,141.2388
Nippon India Small Cap Fund (G),31-03-2024,141.2247
Nippon India Small Cap Fund (G),01-04-2024,144.2327
Nippon India Small Cap Fund (G),02-04-2024,145.2666
Nippon India Small Cap Fund (G),03-04-2024,146.16
Nippon India Small Cap Fund (G),04-04-2024,146.6017
Nippon India Small Cap Fund (G),05-04-2024,147.0745
Nippon India Small Cap Fund (G),08-04-2024,147.414
Nippon India Small Cap Fund (G),09-04-2024,147.0104
Nippon India Small Cap Fund (G),10-04-2024,147.9301
Nippon India Small Cap Fund (G),12-04-2024,147.2647
Nippon India Small Cap Fund (G),15-04-2024,145.4838
Nippon India Small Cap Fund (G),16-04-2024,146.0726
Nippon India Small Cap Fund (G),18-04-2024,146.2187
Nippon India Small Cap Fund (G),19-04-2024,146.4296
Nippon India Small Cap Fund (G),22-04-2024,148.6977
Nippon India Small Cap Fund (G),23-04-2024,149.9781
Nippon India Small Cap Fund (G),24-04-2024,150.8558
Nippon India Small Cap Fund (G),25-04-2024,152.2396
Nippon India Small Cap Fund (G),26-04-2024,153.0103
Nippon India Small Cap Fund (G),29-04-2024,153.6303
Nippon India Small Cap Fund (G),30-04-2024,154.3008
Nippon India Small Cap Fund (G),02-05-2024,154.9645
Nippon India Small Cap Fund (G),03-05-2024,154.0879
Nippon India Small Cap Fund (G),06-05-2024,152.6317
Nippon India Small Cap Fund (G),07-05-2024,150.7162
Nippon India Small Cap Fund (G),08-05-2024,151.6701
Nippon India Small Cap Fund (G),09-05-2024,148.3951
Nippon India Small Cap Fund (G),10-05-2024,149.4332
Nippon India Small Cap Fund (G),13-05-2024,149.5538
Nippon India Small Cap Fund (G),14-05-2024,151.8998
Nippon India Small Cap Fund (G),15-05-2024,153.9042
Nippon India Small Cap Fund (G),16-05-2024,156.0388
Nippon India Small Cap Fund (G),17-05-2024,157.8758
Nippon India Small Cap Fund (G),21-05-2024,158.1515
Nippon India Small Cap Fund (G),22-05-2024,158.4567
Nippon India Small Cap Fund (G),23-05-2024,158.8619
Nippon India Small Cap Fund (G),24-05-2024,159.0514
Nippon India Small Cap Fund (G),27-05-2024,158.6232
Nippon India Small Cap Fund (G),28-05-2024,157.2219
Nippon India Small Cap Fund (G),29-05-2024,157.0454
Nippon India Small Cap Fund (G),30-05-2024,155.6176
Nippon India Small Cap Fund (G),31-05-2024,156.2529
Nippon India Small Cap Fund (G),03-06-2024,159.591
Nippon India Small Cap Fund (G),04-06-2024,148.5354
Nippon India Small Cap Fund (G),05-06-2024,152.9679
Nippon India Small Cap Fund (G),06-06-2024,157.1096
Nippon India Small Cap Fund (G),07-06-2024,160.432
Nippon India Small Cap Fund (G),10-06-2024,162.0128
Nippon India Small Cap Fund (G),11-06-2024,163.5781
Nippon India Small Cap Fund (G),12-06-2024,165.2095
Nippon India Small Cap Fund (G),13-06-2024,166.5515
Nippon India Small Cap Fund (G),14-06-2024,167.9978
Nippon India Small Cap Fund (G),18-06-2024,169.6365
Nippon India Small Cap Fund (G),19-06-2024,168.5444
Nippon India Small Cap Fund (G),20-06-2024,169.0149
Nippon India Small Cap Fund (G),21-06-2024,168.6822
Nippon India Small Cap Fund (G),24-06-2024,169.4259
Nippon India Small Cap Fund (G),25-06-2024,169.2716
Nippon India Small Cap Fund (G),26-06-2024,169.6483
Nippon India Small Cap Fund (G),27-06-2024,168.9286
Nippon India Small Cap Fund (G),28-06-2024,169.7002
Nippon India Small Cap Fund (G),01-07-2024,172.6532
Nippon India Small Cap Fund (G),02-07-2024,172.8804
Nippon India Small Cap Fund (G),03-07-2024,174.5421
Nippon India Small Cap Fund (G),04-07-2024,175.599
Nippon India Small Cap Fund (G),05-07-2024,176.2196
Nippon India Small Cap Fund (G),08-07-2024,176.0205
Nippon India Small Cap Fund (G),09-07-2024,176.1341
Nippon India Small Cap Fund (G),10-07-2024,175.0638
Nippon India Small Cap Fund (G),11-07-2024,175.9041
Nippon India Small Cap Fund (G),12-07-2024,175.6884
Nippon India Small Cap Fund (G),15-07-2024,176.0108
Nippon India Small Cap Fund (G),16-07-2024,176.4033
Nippon India Small Cap Fund (G),18-07-2024,175.1319
Nippon India Small Cap Fund (G),19-07-2024,171.5659
Nippon India Small Cap Fund (G),22-07-2024,172.7835
Nippon India Small Cap Fund (G),23-07-2024,172.4821
Nippon India Small Cap Fund (G),24-07-2024,174.9278
Nippon India Small Cap Fund (G),25-07-2024,175.2534
Nippon India Small Cap Fund (G),26-07-2024,177.0504
Nippon India Small Cap Fund (G),29-07-2024,179.069
Nippon India Small Cap Fund (G),30-07-2024,180.0246
Nippon India Small Cap Fund (G),31-07-2024,180.0262
Nippon India Small Cap Fund (G),01-08-2024,178.9522
Nippon India Small Cap Fund (G),02-08-2024,177.4897
Nippon India Small Cap Fund (G),05-08-2024,171.0839
Nippon India Small Cap Fund (G),06-08-2024,170.703
Nippon India Small Cap Fund (G),07-08-2024,174.3065
Nippon India Small Cap Fund (G),08-08-2024,172.9573
Nippon India Small Cap Fund (G),09-08-2024,174.0744
Nippon India Small Cap Fund (G),12-08-2024,174.2527
Nippon India Small Cap Fund (G),13-08-2024,172.1791
Nippon India Small Cap Fund (G),14-08-2024,170.7678
Nippon India Small Cap Fund (G),16-08-2024,173.9962
Nippon India Small Cap Fund (G),19-08-2024,175.2558
Nippon India Small Cap Fund (G),20-08-2024,176.6148
Nippon India Small Cap Fund (G),21-08-2024,178.2418
Nippon India Small Cap Fund (G),22-08-2024,178.8274
Nippon India Small Cap Fund (G),23-08-2024,179.153
Nippon India Small Cap Fund (G),26-08-2024,179.2994
Nippon India Small Cap Fund (G),27-08-2024,180.3788
Nippon India Small Cap Fund (G),28-08-2024,179.613
Nippon India Small Cap Fund (G),29-08-2024,178.5471
Nippon India Small Cap Fund (G),30-08-2024,180.0614
Nippon India Small Cap Fund (G),02-09-2024,179.454
Nippon India Small Cap Fund (G),03-09-2024,180.2132
Nippon India Small Cap Fund (G),04-09-2024,180.291
Nippon India Small Cap Fund (G),05-09-2024,181.1476
Nippon India Small Cap Fund (G),06-09-2024,179.7253
Nippon India Small Cap Fund (G),09-09-2024,178.7433
Nippon India Small Cap Fund (G),10-09-2024,180.5478
Nippon India Small Cap Fund (G),11-09-2024,179.7283
Nippon India Small Cap Fund (G),12-09-2024,181.2681
Nippon India Small Cap Fund (G),13-09-2024,182.0662
Nippon India Small Cap Fund (G),16-09-2024,182.3184
Nippon India Small Cap Fund (G),17-09-2024,182.2303
Nippon India Small Cap Fund (G),18-09-2024,181.4633
Nippon India Small Cap Fund (G),19-09-2024,180.0494
Nippon India Small Cap Fund (G),20-09-2024,181.5777
Nippon India Small Cap Fund (G),23-09-2024,183.0384
Nippon India Small Cap Fund (G),24-09-2024,183.5336
Nippon India Small Cap Fund (G),25-09-2024,182.625
Nippon India Small Cap Fund (G),26-09-2024,181.8871
Nippon India Small Cap Fund (G),27-09-2024,182.6247
Nippon India Small Cap Fund (G),30-09-2024,182.1269
Nippon India Small Cap Fund (G),01-10-2024,182.9586
Nippon India Small Cap Fund (G),03-10-2024,179.6173
Nippon India Small Cap Fund (G),04-10-2024,178.2702
Nippon India Small Cap Fund (G),07-10-2024,173.8581
Nippon India Small Cap Fund (G),08-10-2024,177.4851
Nippon India Small Cap Fund (G),09-10-2024,179.5586
Nippon India Small Cap Fund (G),10-10-2024,180.468
Nippon India Small Cap Fund (G),11-10-2024,180.8805
Nippon India Small Cap Fund (G),14-10-2024,181.2402
Nippon India Small Cap Fund (G),15-10-2024,183.0246
Nippon India Small Cap Fund (G),16-10-2024,183.185
Nippon India Small Cap Fund (G),17-10-2024,180.8404
Nippon India Small Cap Fund (G),18-10-2024,180.9819
Nippon India Small Cap Fund (G),21-10-2024,179.0014
Nippon India Small Cap Fund (G),22-10-2024,173.4927
Nippon India Small Cap Fund (G),23-10-2024,174.4852
Nippon India Small Cap Fund (G),24-10-2024,173.5526
Nippon India Small Cap Fund (G),25-10-2024,170.4461
Nippon India Small Cap Fund (G),28-10-2024,171.6261
Nippon India Small Cap Fund (G),29-10-2024,173.0505
Nippon India Small Cap Fund (G),30-10-2024,174.3651
Nippon India Small Cap Fund (G),31-10-2024,176.6872
Nippon India Small Cap Fund (G),04-11-2024,175.5744
Nippon India Small Cap Fund (G),05-11-2024,176.3258
Nippon India Small Cap Fund (G),06-11-2024,179.3748
Nippon India Small Cap Fund (G),07-11-2024,178.3956
Nippon India Small Cap Fund (G),08-11-2024,175.9357
Nippon India Small Cap Fund (G),11-11-2024,174.1453
Nippon India Small Cap Fund (G),12-11-2024,171.6583
Nippon India Small Cap Fund (G),13-11-2024,167.0815
Nippon India Small Cap Fund (G),14-11-2024,168.1167
Nippon India Small Cap Fund (G),18-11-2024,167.259
Nippon India Small Cap Fund (G),19-11-2024,169.0455
Nippon India Small Cap Fund (G),21-11-2024,167.8224
Nippon India Small Cap Fund (G),22-11-2024,169.075
Nippon India Small Cap Fund (G),25-11-2024,171.7566
Nippon India Small Cap Fund (G),26-11-2024,172.969
Nippon India Small Cap Fund (G),27-11-2024,174.7623
Nippon India Small Cap Fund (G),28-11-2024,174.9567
Nippon India Small Cap Fund (G),29-11-2024,176.0509
Nippon India Small Cap Fund (G),02-12-2024,177.2085
Nippon India Small Cap Fund (G),03-12-2024,178.5132
Nippon India Small Cap Fund (G),04-12-2024,179.2648
Nippon India Small Cap Fund (G),05-12-2024,179.9312
Nippon India Small Cap Fund (G),06-12-2024,180.917
Nippon India Small Cap Fund (G),09-12-2024,181.4706
Nippon India Small Cap Fund (G),10-12-2024,182.1737
Nippon India Small Cap Fund (G),11-12-2024,182.738
Nippon India Small Cap Fund (G),12-12-2024,181.3026
Nippon India Small Cap Fund (G),13-12-2024,181.0106
Nippon India Small Cap Fund (G),16-12-2024,181.9188
Nippon India Small Cap Fund (G),17-12-2024,180.6312
Nippon India Small Cap Fund (G),18-12-2024,179.5017
Nippon India Small Cap Fund (G),19-12-2024,179.0441
Nippon India Small Cap Fund (G),20-12-2024,175.1493
Nippon India Small Cap Fund (G),23-12-2024,174.0821
Nippon India Small Cap Fund (G),24-12-2024,174.5509
Nippon India Small Cap Fund (G),26-12-2024,174.1837
Nippon India Small Cap Fund (G),27-12-2024,174.5861
Nippon India Small Cap Fund (G),30-12-2024,173.4204
Nippon India Small Cap Fund (G),31-12-2024,174.6142
Nippon India Small Cap Fund (G),01-01-2025,175.8569
Nippon India Small Cap Fund (G),02-01-2025,176.9282
Nippon India Small Cap Fund (G),03-01-2025,176.534
Nippon India Small Cap Fund (G),06-01-2025,171.6373
Nippon India Small Cap Fund (G),07-01-2025,174.1755
Nippon India Small Cap Fund (G),08-01-2025,171.8004
Nippon India Small Cap Fund (G),09-01-2025,170.168
Nippon India Small Cap Fund (G),10-01-2025,166.728
Nippon India Small Cap Fund (G),13-01-2025,160.4127
Nippon India Small Cap Fund (G),14-01-2025,162.7919
Nippon India Small Cap Fund (G),15-01-2025,163.7674
Nippon India Small Cap Fund (G),16-01-2025,165.5945
Nippon India Small Cap Fund (G),17-01-2025,165.5751
Nippon India Small Cap Fund (G),20-01-2025,166.3731
Nippon India Small Cap Fund (G),21-01-2025,163.3217
Nippon India Small Cap Fund (G),22-01-2025,161.1493
Nippon India Small Cap Fund (G),23-01-2025,162.2694
Nippon India Small Cap Fund (G),24-01-2025,158.6367
Nippon India Small Cap Fund (G),27-01-2025,154.266
Nippon India Small Cap Fund (G),28-01-2025,151.6648
Nippon India Small Cap Fund (G),29-01-2025,155.6824
Nippon India Small Cap Fund (G),30-01-2025,155.8142
Nippon India Small Cap Fund (G),31-01-2025,158.4261
Nippon India Small Cap Fund (G),03-02-2025,156.3485
Nippon India Small Cap Fund (G),04-02-2025,157.7593
Nippon India Small Cap Fund (G),05-02-2025,159.1607
Nippon India Small Cap Fund (G),06-02-2025,158.8931
Nippon India Small Cap Fund (G),07-02-2025,158.1078
Nippon India Small Cap Fund (G),10-02-2025,155.0927
Nippon India Small Cap Fund (G),11-02-2025,150.6868
Nippon India Small Cap Fund (G),12-02-2025,150.1118
Nippon India Small Cap Fund (G),13-02-2025,149.6318
Nippon India Small Cap Fund (G),14-02-2025,145.8709
Nippon India Small Cap Fund (G),17-02-2025,145.3545
Nippon India Small Cap Fund (G),18-02-2025,143.9317
Nippon India Small Cap Fund (G),19-02-2025,145.9325
Nippon India Small Cap Fund (G),20-02-2025,147.7154
Nippon India Small Cap Fund (G),21-02-2025,146.906
Nippon India Small Cap Fund (G),24-02-2025,145.2014
Nippon India Small Cap Fund (G),25-02-2025,144.4657
Nippon India Small Cap Fund (G),27-02-2025,142.4853
Nippon India Small Cap Fund (G),28-02-2025,139.4787
Nippon India Small Cap Fund (G),03-03-2025,138.6454
Nippon India Small Cap Fund (G),04-03-2025,140.2624
Nippon India Small Cap Fund (G),05-03-2025,143.4192
Nippon India Small Cap Fund (G),06-03-2025,145.5344
Nippon India Small Cap Fund (G),07-03-2025,146.3287
Nippon India Small Cap Fund (G),10-03-2025,143.9097
Nippon India Small Cap Fund (G),11-03-2025,143.4802
Nippon India Small Cap Fund (G),12-03-2025,143.2446
Nippon India Small Cap Fund (G),13-03-2025,142.2304
Nippon India Small Cap Fund (G),17-03-2025,142.2698
Nippon India Small Cap Fund (G),18-03-2025,145.6273
Nippon India Small Cap Fund (G),19-03-2025,147.9036
Nippon India Small Cap Fund (G),20-03-2025,149.2824
Nippon India Small Cap Fund (G),21-03-2025,151.6513
Nippon India Small Cap Fund (G),24-03-2025,153.6608
Nippon India Small Cap Fund (G),25-03-2025,151.6368
Nippon India Small Cap Fund (G),26-03-2025,149.4575
Nippon India Small Cap Fund (G),27-03-2025,149.9804
Nippon India Small Cap Fund (G),28-03-2025,149.8593
Nippon India Small Cap Fund (G),31-03-2025,149.8461
Nippon India Small Cap Fund (G),01-04-2025,149.5289
Nippon India Small Cap Fund (G),02-04-2025,150.9445
Nippon India Small Cap Fund (G),03-04-2025,151.8559
Nippon India Small Cap Fund (G),04-04-2025,147.9074
Nippon India Small Cap Fund (G),07-04-2025,143.1841
Nippon India Small Cap Fund (G),08-04-2025,145.8338
Nippon India Small Cap Fund (G),09-04-2025,144.6251
Nippon India Small Cap Fund (G),11-04-2025,148.1561
Nippon India Small Cap Fund (G),15-04-2025,152.1585
Nippon India Small Cap Fund (G),16-04-2025,153.3499
Nippon India Small Cap Fund (G),17-04-2025,153.9971
Nippon India Small Cap Fund (G),21-04-2025,156.2945
Nippon India Small Cap Fund (G),22-04-2025,157.8978
Nippon India Small Cap Fund (G),23-04-2025,158.3793
Nippon India Small Cap Fund (G),24-04-2025,158.4337
Nippon India Small Cap Fund (G),25-04-2025,154.9339
Nippon India Small Cap Fund (G),28-04-2025,155.9102
Nippon India Small Cap Fund (G),29-04-2025,156.4352
Nippon India Small Cap Fund (G),30-04-2025,154.4184
Nippon India Small Cap Fund (G),02-05-2025,154.2098
Nippon India Small Cap Fund (G),05-05-2025,155.6609
Nippon India Small Cap Fund (G),06-05-2025,152.5431
Nippon India Small Cap Fund (G),07-05-2025,153.9884
Nippon India Small Cap Fund (G),08-05-2025,152.7056
Nippon India Small Cap Fund (G),09-05-2025,151.8315
Nippon India Small Cap Fund (G),12-05-2025,157.3824
Nippon India Small Cap Fund (G),13-05-2025,158.399
Nippon India Small Cap Fund (G),14-05-2025,160.3069
Nippon India Small Cap Fund (G),15-05-2025,161.8277
Nippon India Small Cap Fund (G),16-05-2025,163.7971
Nippon India Small Cap Fund (G),19-05-2025,164.2814
Nippon India Small Cap Fund (G),20-05-2025,162.873
Nippon India Small Cap Fund (G),21-05-2025,163.6786
Nippon India Small Cap Fund (G),22-05-2025,163.2106
Nippon India Small Cap Fund (G),23-05-2025,163.9682
Nippon India Small Cap Fund (G),26-05-2025,164.6433
Nippon India Small Cap Fund (G),27-05-2025,164.5677
Nippon India Small Cap Fund (G),28-05-2025,164.8965
Nippon India Small Cap Fund (G),29-05-2025,165.4055
Nippon India Small Cap Fund (G),30-05-2025,165.8356
Nippon India Small Cap Fund (G),02-06-2025,166.611
Nippon India Small Cap Fund (G),03-06-2025,166.2191
Nippon India Small Cap Fund (G),04-06-2025,166.9657
Nippon India Small Cap Fund (G),05-06-2025,167.9927
Nippon India Small Cap Fund (G),06-06-2025,168.4854
Nippon India Small Cap Fund (G),09-06-2025,170.2885
Nippon India Small Cap Fund (G),10-06-2025,170.9293
Nippon India Small Cap Fund (G),11-06-2025,170.6787
Nippon India Small Cap Fund (G),12-06-2025,168.4724
Nippon India Small Cap Fund (G),13-06-2025,167.8966
Nippon India Small Cap Fund (G),16-06-2025,168.4913
Nippon India Small Cap Fund (G),17-06-2025,168.0095
Nippon India Small Cap Fund (G),18-06-2025,167.7465
Nippon India Small Cap Fund (G),19-06-2025,165.388
Nippon India Small Cap Fund (G),20-06-2025,166.5055
Nippon India Small Cap Fund (G),23-06-2025,167.3566
Nippon India Small Cap Fund (G),24-06-2025,167.9702
Nippon India Small Cap Fund (G),25-06-2025,170.3718
Nippon India Small Cap Fund (G),26-06-2025,171.1799
Nippon India Small Cap Fund (G),27-06-2025,172.0954
Nippon India Small Cap Fund (G),30-06-2025,173.3444
Nippon India Small Cap Fund (G),01-07-2025,173.2415
Nippon India Small Cap Fund (G),02-07-2025,172.8206
Nippon India Small Cap Fund (G),03-07-2025,173.2482
Nippon India Small Cap Fund (G),04-07-2025,173.4918
Nippon India Small Cap Fund (G),07-07-2025,172.9456
Nippon India Small Cap Fund (G),08-07-2025,172.7231
Nippon India Small Cap Fund (G),09-07-2025,173.5281
Nippon India Small Cap Fund (G),10-07-2025,173.5276
Nippon India Small Cap Fund (G),11-07-2025,172.9578
Nippon India Small Cap Fund (G),14-07-2025,173.4782
Nippon India Small Cap Fund (G),15-07-2025,174.5324
Nippon India Small Cap Fund (G),16-07-2025,175.1697
Nippon India Small Cap Fund (G),17-07-2025,175.3955
Nippon India Small Cap Fund (G),18-07-2025,174.1071
Nippon India Small Cap Fund (G),21-07-2025,174.4816
Nippon India Small Cap Fund (G),22-07-2025,174.0801
Nippon India Small Cap Fund (G),23-07-2025,174.2423
Nippon India Small Cap Fund (G),24-07-2025,173.5002
Nippon India Small Cap Fund (G),25-07-2025,170.4222
Nippon India Small Cap Fund (G),28-07-2025,168.6699
Nippon India Small Cap Fund (G),29-07-2025,170.2329
Nippon India Small Cap Fund (G),30-07-2025,170.4661
Nippon India Small Cap Fund (G),31-07-2025,169.4115
Nippon India Small Cap Fund (G),01-08-2025,167.4395
Nippon India Small Cap Fund (G),04-08-2025,168.8079
Nippon India Small Cap Fund (G),05-08-2025,168.2722
Nippon India Small Cap Fund (G),06-08-2025,166.9121
Nippon India Small Cap Fund (G),07-08-2025,166.4815
Nippon India Small Cap Fund (G),08-08-2025,164.6688
Nippon India Small Cap Fund (G),11-08-2025,165.5806
Nippon India Small Cap Fund (G),12-08-2025,165.5186
Nippon India Small Cap Fund (G),13-08-2025,165.9342
Nippon India Small Cap Fund (G),14-08-2025,165.3427
Nippon India Small Cap Fund (G),18-08-2025,167.3064
Nippon India Small Cap Fund (G),19-08-2025,169.1831
Nippon India Small Cap Fund (G),20-08-2025,169.5857
Nippon India Small Cap Fund (G),21-08-2025,169.4406
Nippon India Small Cap Fund (G),22-08-2025,168.7757
Nippon India Small Cap Fund (G),25-08-2025,168.8843
Nippon India Small Cap Fund (G),26-08-2025,166.3107
Nippon India Small Cap Fund (G),28-08-2025,164.9187
Nippon India Small Cap Fund (G),29-08-2025,164.3999
Nippon India Small Cap Fund (G),01-09-2025,166.8871
Nippon India Small Cap Fund (G),02-09-2025,167.4434
Nippon India Small Cap Fund (G),03-09-2025,168.6281
Nippon India Small Cap Fund (G),04-09-2025,167.9821
Nippon India Small Cap Fund (G),05-09-2025,167.863
Nippon India Small Cap Fund (G),08-09-2025,167.9853
Nippon India Small Cap Fund (G),09-09-2025,168.4892
Nippon India Small Cap Fund (G),10-09-2025,169.6785
Nippon India Small Cap Fund (G),11-09-2025,169.6863
Nippon India Small Cap Fund (G),12-09-2025,170.1422
Nippon India Small Cap Fund (G),15-09-2025,170.6445
Nippon India Small Cap Fund (G),16-09-2025,171.5681
Nippon India Small Cap Fund (G),17-09-2025,172.4462
Nippon India Small Cap Fund (G),18-09-2025,172.3582
Nippon India Small Cap Fund (G),19-09-2025,172.5187
Nippon India Small Cap Fund (G),22-09-2025,171.4709
Nippon India Small Cap Fund (G),23-09-2025,170.8259
Nippon India Small Cap Fund (G),24-09-2025,170.0943
Nippon India Small Cap Fund (G),25-09-2025,169.1034
Nippon India Small Cap Fund (G),26-09-2025,166.2796
Nippon India Small Cap Fund (G),29-09-2025,166.0379
Nippon India Small Cap Fund (G),30-09-2025,165.7842
Nippon India Small Cap Fund (G),01-10-2025,167.0603
Nippon India Small Cap Fund (G),03-10-2025,168.4182
Nippon India Small Cap Fund (G),06-10-2025,168.6473
Nippon India Small Cap Fund (G),07-10-2025,168.45
Nippon India Small Cap Fund (G),08-10-2025,167.8087
Nippon India Small Cap Fund (G),09-10-2025,167.9474
Nippon India Small Cap Fund (G),10-10-2025,168.7522
Nippon India Small Cap Fund (G),13-10-2025,168.3472
Nippon India Small Cap Fund (G),14-10-2025,167.1161
Nippon India Small Cap Fund (G),15-10-2025,168.2041
Nippon India Small Cap Fund (G),16-10-2025,169.4694
Nippon India Small Cap Fund (G),17-10-2025,169.4325
Nippon India Small Cap Fund (G),20-10-2025,169.952
Nippon India Small Cap Fund (G),23-10-2025,170.9116
Nippon India Small Cap Fund (G),24-10-2025,170.4083
Nippon India Small Cap Fund (G),27-10-2025,171.1601
Nippon India Small Cap Fund (G),28-10-2025,171.1353
Nippon India Small Cap Fund (G),29-10-2025,172.2507
Nippon India Small Cap Fund (G),30-10-2025,172.0554
Nippon India Small Cap Fund (G),31-10-2025,171.1762
Nippon India Small Cap Fund (G),03-11-2025,172.3936
Nippon India Small Cap Fund (G),04-11-2025,171.6254
Nippon India Small Cap Fund (G),06-11-2025,169.0435
Nippon India Small Cap Fund (G),07-11-2025,168.6484
Nippon India Small Cap Fund (G),10-11-2025,168.953
Nippon India Small Cap Fund (G),11-11-2025,168.9192
Nippon India Small Cap Fund (G),12-11-2025,170.2467
Nippon India Small Cap Fund (G),13-11-2025,169.9204
Nippon India Small Cap Fund (G),14-11-2025,170.0378
Nippon India Small Cap Fund (G),17-11-2025,171.1042
Nippon India Small Cap Fund (G),18-11-2025,170.5262
Nippon India Small Cap Fund (G),19-11-2025,170.1639
Nippon India Small Cap Fund (G),20-11-2025,170.2428
Nippon India Small Cap Fund (G),21-11-2025,168.1742
Nippon India Small Cap Fund (G),24-11-2025,167.666
Nippon India Small Cap Fund (G),25-11-2025,167.7104
Nippon India Small Cap Fund (G),26-11-2025,169.3724
HDFC Mid Cap Fund (G),26-11-2018,51.424
HDFC Mid Cap Fund (G),27-11-2018,51.816
HDFC Mid Cap Fund (G),28-11-2018,51.532
HDFC Mid Cap Fund (G),29-11-2018,51.86
HDFC Mid Cap Fund (G),30-11-2018,52.082
HDFC Mid Cap Fund (G),03-12-2018,52.109
HDFC Mid Cap Fund (G),04-12-2018,52.176
HDFC Mid Cap Fund (G),05-12-2018,51.85
HDFC Mid Cap Fund (G),06-12-2018,51.204
HDFC Mid Cap Fund (G),07-12-2018,51.276
HDFC Mid Cap Fund (G),10-12-2018,50.423
HDFC Mid Cap Fund (G),11-12-2018,51.139
HDFC Mid Cap Fund (G),12-12-2018,52.247
HDFC Mid Cap Fund (G),13-12-2018,52.507
HDFC Mid Cap Fund (G),14-12-2018,52.554
HDFC Mid Cap Fund (G),18-12-2018,52.819
HDFC Mid Cap Fund (G),19-12-2018,53.437
HDFC Mid Cap Fund (G),20-12-2018,53.268
HDFC Mid Cap Fund (G),21-12-2018,52.746
HDFC Mid Cap Fund (G),24-12-2018,52.442
HDFC Mid Cap Fund (G),26-12-2018,52.388
HDFC Mid Cap Fund (G),27-12-2018,52.634
HDFC Mid Cap Fund (G),28-12-2018,53.174
HDFC Mid Cap Fund (G),31-12-2018,53.49
HDFC Mid Cap Fund (G),01-01-2019,53.539
HDFC Mid Cap Fund (G),02-01-2019,53.01
HDFC Mid Cap Fund (G),03-01-2019,52.689
HDFC Mid Cap Fund (G),04-01-2019,52.848
HDFC Mid Cap Fund (G),07-01-2019,52.859
HDFC Mid Cap Fund (G),08-01-2019,52.724
HDFC Mid Cap Fund (G),09-01-2019,52.787
HDFC Mid Cap Fund (G),10-01-2019,53.011
HDFC Mid Cap Fund (G),11-01-2019,52.862
HDFC Mid Cap Fund (G),14-01-2019,52.782
HDFC Mid Cap Fund (G),15-01-2019,52.828
HDFC Mid Cap Fund (G),16-01-2019,52.764
HDFC Mid Cap Fund (G),17-01-2019,52.616
HDFC Mid Cap Fund (G),18-01-2019,52.474
HDFC Mid Cap Fund (G),21-01-2019,52.263
HDFC Mid Cap Fund (G),22-01-2019,52.173
HDFC Mid Cap Fund (G),23-01-2019,51.953
HDFC Mid Cap Fund (G),24-01-2019,51.854
HDFC Mid Cap Fund (G),25-01-2019,51.237
HDFC Mid Cap Fund (G),28-01-2019,50.671
HDFC Mid Cap Fund (G),29-01-2019,50.669
HDFC Mid Cap Fund (G),30-01-2019,50.986
HDFC Mid Cap Fund (G),31-01-2019,51.158
HDFC Mid Cap Fund (G),01-02-2019,51.334
HDFC Mid Cap Fund (G),04-02-2019,51.145
HDFC Mid Cap Fund (G),05-02-2019,50.901
HDFC Mid Cap Fund (G),06-02-2019,50.773
HDFC Mid Cap Fund (G),07-02-2019,51.058
HDFC Mid Cap Fund (G),08-02-2019,50.482
HDFC Mid Cap Fund (G),11-02-2019,50.016
HDFC Mid Cap Fund (G),12-02-2019,49.911
HDFC Mid Cap Fund (G),13-02-2019,49.86
HDFC Mid Cap Fund (G),14-02-2019,49.812
HDFC Mid Cap Fund (G),15-02-2019,49.62
HDFC Mid Cap Fund (G),18-02-2019,49.167
HDFC Mid Cap Fund (G),19-02-2019,49.281
HDFC Mid Cap Fund (G),20-02-2019,49.632
HDFC Mid Cap Fund (G),21-02-2019,50.032
HDFC Mid Cap Fund (G),22-02-2019,50.185
HDFC Mid Cap Fund (G),25-02-2019,50.511
HDFC Mid Cap Fund (G),26-02-2019,50.513
HDFC Mid Cap Fund (G),27-02-2019,50.628
HDFC Mid Cap Fund (G),28-02-2019,50.987
HDFC Mid Cap Fund (G),01-03-2019,51.699
HDFC Mid Cap Fund (G),05-03-2019,52.82
